Sentence,Token,POS,Dependency,Head Word
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",in,ADP,prep,stake
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",AOL,PROPN,compound,Europe
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",Europe,PROPN,pobj,in
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",as,ADP,prep,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",a,DET,det,loss
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",loss,NOUN,pobj,as
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",on,ADP,prep,loss
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",the,DET,det,value
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",value,NOUN,pobj,on
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",of,ADP,prep,value
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",that,DET,det,stake
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",stake,NOUN,pobj,of
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",.,PUNCT,punct,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


","


",SPACE,dep,.
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",News,PROPN,compound,Article
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",Article,PROPN,nmod,gains
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",2,NUM,nummod,Dollar
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

","
",SPACE,dep,2
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",Dollar,NOUN,compound,gains
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",gains,NOUN,nsubj,hit
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",on,ADP,prep,gains
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",Greenspan,PROPN,compound,speech
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",speech,NOUN,pobj,on
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

","

",SPACE,dep,speech
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",The,DET,det,dollar
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",dollar,NOUN,nsubj,hit
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",has,AUX,aux,hit
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",hit,VERB,ROOT,hit
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",its,PRON,poss,level
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",highest,ADJ,amod,level
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",level,NOUN,dobj,hit
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",against,ADP,prep,level
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",the,DET,det,euro
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",euro,NOUN,pobj,against
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",in,ADP,prep,hit
"News Article 2
Dollar gains on Greenspan speech

The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.

",almost,ADV,advmod,three
